name,address,rating,user_ratings_total,latitude,longitude,reviews,after_comma,BORO,CUISINE DESCRIPTION,final_grade
JOY INDIAN RESTAURANT,"301 Flatbush Ave, Brooklyn",4.3,278,40.6788606,-73.9733645,"['Ordered pickup to go. Staff was nice. 10/10. Food was piping hot by the time I got home 20ish minutes later. Portion size is good for the price. I wasn’t super familiar with Indian food before I ordered & wanted to try a bunch. I got the chicken tikka masala, lamb handi, veg biryanis, garlic and cheese naan, & paratha plain. Very flavorful. I will order again.', ""I recently had the chicken biryani at Joy Indian along Flatbush Ave, and it was absolutely delicious! The rice was perfectly cooked and fluffy, the chicken was tender and flavorful, and the spices were perfectly balanced. I would definitely recommend this biryani to anyone looking for a great Indian meal in Brooklyn.\n\nThe chicken was cooked in a dum style, which means that it was sealed in a pot with the rice and spices and cooked over low heat for a long period of time. This results in a very flavorful and aromatic biryani.\n\nThe rice was basmati rice, which is a long-grain rice that is perfect for biryani. It cooked up perfectly fluffy and light. The spices were perfectly balanced. There was a good amount of heat, but it wasn't too overwhelming. The flavors of the spices were all perfectly complemented each other.\n\nOverall, I would highly recommend the chicken biryani at Joy Indian along Flatbush Ave. It is one of the best biryanis I've had in Brooklyn."", 'Favorite Indian spot in Brooklyn. Samosas, tangy gobi, and Coconut salmon curry are all divine. We order here weekly. Highly recommend!!', 'I love Indian food and I eat it once or twice a week. This restaurant is my far one of the best I’ve had and the service is amazing too.', 'This place literally made my day! The food was perfection! Super flavorful with the perfect kick of spice and the stuffed naan is seriously the best bread I’ve ever had. Not only is the food great, but also the prices are so good especially for the quality and size and the workers are angels. This will be my new go to Indian spot :)']",Brooklyn,Brooklyn,Indian,A
NO. 7 RESTAURANT,"627 Vanderbilt Ave, Brooklyn",4.4,360,40.6782895,-73.9684461,"['The food here is amazing! Great flavors and fresh ingredients.\n\nWe ordered the broccoli tacos, the chopped salad, and shared the burger. Everything was delicious! The burger is so good, very simple, but you can tell they use good quality meat. The salad was fresh and had great acidity to it. The tacos were crunchy with great mouthfeel and were absolutely yummy.\n\nMy only gripe was with the service! It was horrible. The hostess/waitress was rude as soon as we stepped through the door. I had to flag down staff each time we needed something. When it came to the bill, I had to get up and ask the bartender for the bill. Inexcusable, especially since the food is not cheap at all.\n\nWill come back with lower expectations for service.', 'Broccoli Taco: order every time I go there, how are tacos made with broccoli??  But they are delicious.\nGiant minimal cheeseburger: medium cook. Came with French fries. Pickles, wow sour, spicy, sweet bunch of flavor in one slice of pickle.\nSo yeah, No.7 highly recommend', 'We’ve been here twice—the food is good, but some things, like the burger, have gotten way more expensive. The burger is good, if a bit boring, and it comes with fries—the fries were covered in a sort of boring blue cheese, so they weren’t my favorite. The fried artichokes were great and probably the best thing we ordered.', 'Awesome spot. Artistic drinks. Rotating menu but Brocc Tacos and Sundae are amazing. Also has high chairs and the chef immediately chops up and delivers fresh fruit for kiddos.', 'Food is pretty good and big. We ordered pork chop and taco, which is enough for 2 people. Drinks are delicious too!']",Brooklyn,Brooklyn,Mexican,A
RESTAURANT MATCHES,"42 W 38th St, New York",0.0,0,40.7515309,-73.9847935,[],New York,Manhattan,Chinese,C
XOLO,"29 Dunham Pl, Brooklyn",4.7,148,40.7115231,-73.96744919999999,"['My friend and I came here for dinner on a Friday night after making reservations for restaurant week. Unfortunately, it was bland food and weak cocktails. I was not a fan of their ambience either. The yellow lighting is not very pleasant.\n\nThe food was just OK — lacked in flavor and texture as some of the other reviews noted. We ordered the fried goat cheese with honey, vegetarian and chicken enchiladas, and churros. The goat cheese didn’t have the best flavor mixture with the honey, the enchiladas were very bland, and the churros were super hard. The caramel and chocolate sauce that the churros came with were not too sweet but not too tasty either.\n\nI ordered their Oaxaca old-fashioned, which is tequila-based instead of bourbon. I did have high hopes but alas, while it tasted nice and smoky, it was extremely weak in alcohol content.\n\nMy least favorite part about this experience is that the food came out rather quickly in between courses so we were done eating in 30 minutes. My friend ended up getting indigestion because we ate so quickly.\n\nAll in all, this place is a charming neighborhood Mexican spot in Dumbo, but I personally would not come back.', 'So, the service and atmosphere were the best parts of our experience here. I have a few qualms about the food however, and maybe I need to try it out another time?\n\nFood: While everything seemed fresh, there was just flavor/texture missing from some of items. The guacamole was bland, it definitely needed more to it (we ended up asking for limes to add to it) and we expected salsa to be served with it. I did not expect this small container of red sauce, I wanted a real dip for all of those chips. It was just something I was surprised by considering the reviews for this place.\n\nMy boyfriend liked his tacos, but felt that it was overcooked meat. I was excited to try the vegan Xolo Burrito, but it wasn’t that great :/ the serving and plating for both dishes looked fantastic! But the flavor was muted, it didn’t really taste like much except potatoes (no vegan chorizo?) and the texture was just mushy. No crunch from vegetables or flavorful sauces. Just potato mush? Idk.\n\nThe margarita was great! It definitely had fresh fruit and the spicy rim was fantastic.\n\nService: the staff was incredibly quick and kind. They were wonderful throughout!\n\nAtmosphere: the inside is intimate and fun. Like a cross between a taqueria and a club, great for dates or meeting with friends! And the view of the Williamsburg bridge is amazing.\n\nOverall, I really wanted to like this place. But, I’m baffled by the food. It was honestly just mediocre for a place with so many good reviews, maybe I came on an off night.', 'if you like mesa coyocan your going to love this place. The steak nachos the shrimp tacos everything was so nice. it’s on a quiet street but this place is amazing would come back in a heart beat.', ""Xolo, tucked away in the heart of Brooklyn, is a gem of a Mexican restaurant that effortlessly combines coziness with culinary delight. From the moment you step inside, you're enveloped in a warm, inviting atmosphere that sets the tone for a relaxed dining experience. The ambient lighting and thoughtful decor create an intimate setting, perfect for both casual diners and those seeking a spot for special occasions.\n\nThe food at Xolo is nothing short of a fiesta of flavors. Each dish is a testament to authentic Mexican cuisine, with fresh ingredients that are expertly combined to delight your taste buds. The tacos are a must-try—perfectly charred and bursting with the savory goodness of well-seasoned meats, topped with fresh herbs and chopped onions that add a refreshing crunch. Whether you're craving the slow-cooked depth of barbacoa or the vibrant zing of citrus-marinated fish, there's something on the menu to satisfy.\n\nBut the experience doesn't stop at the food. Xolo's drinks menu is a curated selection of cocktails and spirits that complement the food menu exquisitely. From classic margaritas to more inventive creations, each sip is crafted with the same attention to detail and quality as the dishes they accompany. The service, too, is a highlight—attentive without being intrusive, ensuring that your glass is never empty and your needs are met with a smile.\n\nIn all, Xolo is a delightful escape into the warm embrace of Mexican hospitality right in Brooklyn. It's a place where every meal feels like a celebration, and every visit leaves you planning the next. Whether you're a local or just passing through, make a point to stop at Xolo—you won't be disappointed."", 'Very nicely decorated and a really relaxing vibe. The food was good and it’s a nice view of the bridge too. I came in on a Saturday for brunch and overall there was plenty of seating so I wouldn’t recommend a reservation. Very cute place just to try something small.']",Brooklyn,Brooklyn,Mexican,A
SALINAS RESTAURANT,"136 9th Ave, New York",4.7,1579,40.74368219999999,-74.0030697,"[""Excellent experience but the tables are extra small!  It doesn't get more uncomfortable than this if you're a party of four stuck into the cubby seats on the side as you enter the restaurant.  The seats are upright and you've about 2 inches between your chest and the table (and I'm not overweight).\n\nThe food was very good though, delicate, delicious and a joy to eat. If it weren't for the cramped quarters the rating here would be a 5."", 'Amazing!! Many thanks to, Maria for making the evening so fun and memorable!! She recommended some of the best dishes and we are thankful for all her expertise. The atmosphere, the food, and the cocktails were all five stars and above!', 'Amazing! Amazing experience! Tapas were the best I’ve had. Our table tried most on the menu- the octopus, ceviche and croquettes stick out to me, but everything was outstanding. The drinks were fabulous as well. Our server, Israel, provided top-notch service and went above and beyond. At least five team members and the manager routinely checked on us. We even got a complimentary dessert!', 'Good choice for tapas in Chelsea. A very intimate ambience, great for date nights. The food was interesting, tasted good but a little too much olive oil in every dish. Maybe that’s how it’s supposed to be but it definitely stood out for me. The place is a little on the expensive side. The service was friendly and warm.', 'Salinas is a gem of a spot that truly has it all! Their happy hour is fantastic, offering excellent deals that let you enjoy their incredible food and drinks at a great value. The atmosphere is chic yet welcoming, making it perfect for both casual get-togethers and special occasions.\n\nThe food here is absolutely phenomenal — every dish is packed with flavor and beautifully presented. Here’s what we ordered:\n* PULPO CON CENIZAS: Tender Canary Island octopus paired with calçot aioli, seaweed, caper berries, black beans, and meyer lemon. It’s a perfectly balanced dish with smoky, tangy, and fresh flavors that highlight the octopus beautifully.\n* BRAVAS CON HUEVAS MARINAS: Crispy potatoes elevated to a whole new level with trout and black lumpfish caviar, shaved bottarga, citrus-soy, and a spicy brava sauce. It’s indulgent, creative, and an absolute must-try.\n* CRUDO: Faroe Island salmon tartare with borage cress, raw beets, red onions, and spicy sesame oil. The freshness of the salmon combined with the subtle heat of the sesame oil creates a dish that’s both light and flavorful.\n\nThe bartenders were amazing — super friendly, attentive, and more than happy to offer recommendations or customize drinks to suit your tastes. It’s clear that they love what they do, and their energy adds to the overall experience.\n\nI honestly love it here and can’t recommend it enough. Whether it’s for happy hour or a full dinner, Salinas is a place you’ll keep coming back to!']",New York,Manhattan,Italian,B
SWAGAT INDIAN RESTAURANT,"205 W 29th St, New York",3.9,525,40.7482064,-73.9933293,"['I felt the food was okay. I tried the vegetarian combo, which was reasonably priced as well.\n\nI would say Rasmalai is a Must-try. It was deliciously', ""Ate here 3 times during my visit to NYC. 2 times for dinner and one time for lunch. The food is as good as any Indian restaurant I've eaten at. I highly recommend this restaurant for a quick meal or lunch."", 'Terrible place. I got stomach upset from eating here. Plus the $20 Biryani was more like fried rice put together using chicken curry where certain part of not even fried.  No pride involved here.', 'This place is à gem, when à resurant slaps this hard everyone needs to know about it. The interior is spacious and clean, the food looked great even from a distance, smells great as you enter the store..... and the best part? (This is going to sound so stupid) but actual Indian people eat here! hahaha', 'Incredibly bland Indian food. Plastic cutlery (the only option) was sharp and cut my mouth. Not much atmosphere either. All this would be forgivable if it were cheap, but expect to pay $20 per person.']",New York,Manhattan,Indian,A
ESSEX RESTAURANT,"124 Rivington St, New York",4.8,7730,40.719819,-73.9870967,"['Grabbed brunch here recently for the first time and it was such a great find! Our brunch was delicious, mimosas were great and the servers were friendly. Busy restaurant and can be a bit noisy but definitely a fun atmosphere! We will be back when in NYC again!', '4.3 /5. Fun, rockin’ Happy Hour. As I waited for my friends to arrive, the waiter was attentive and asked if I wanted to be served as she dropped off the menus. I got my drink & water before they arrived several minutes later. Water glasses were quickly filled and the waiter came by again to take drink and food orders. We started with the oysters, unfortunately, they were a bit small and not so tasty -  was not a fan of the sauces provided. I would probably try this again as it’s not really the season for oysters right now. The shrimp wantons was a table favorite, as was the calamari. The flatbread was small and just Ok. We ordered a second round of food as it was our dinner. The Manchego mac and cheese was outstanding! It was probably the best Mac n cheese I’ve had at a restaurant with a healthy amount of cheese and perfectly prepared with a toasted top. The 3 of us were almost full but we managed to finish the very good truffle fries. I probably wouldn’t order the roasted peppers next time, even though they were prepared excellently. All the food arrived piping hot, which should be easy to do but most places don’t do this. The place was buzzy with people drinking but there was still room if you wanted to drink, arrive early for a table. Fantastic happy hour! Oct 2024', 'Helena provided us optimal service. I brought my service dog along and she was so respectful to her as well. Whenever our drinks were even halfway, she made sure to refill and cater to our bottomless mimosas choice. Great experience. Ask for her if you want to make sure your brunch experience is seamless', 'Our server Katie, hands down the best person I have ever met, sis came over with the most energetic attitude, filled my water within 30 Seconds of me sitting  down, she answered any questions I had about the menu (there were quite a few) she was so attentive and made this experience one of the best ones. She made sure we were comfortable and having fun the whole time. She made our 1st time here definitely memorable for I’ll be back for my birthday in a month THANKS TO KATIE \U0001fa77\U0001fa77\U0001fa77\U0001fa77', 'This was such a VIBE for a Saturday brunch!! We brought an out of town friend and some NYC friends and everyone loved it!! Our server Helena was GENUINELY a gem!!! The most attentive bottomless brunch bestie we’ve ever met !! We will def come back!']",New York,Manhattan,American,A
TRANZIT RESTAURANT,"350 W 40th St, New York",3.0,5,40.756753,-73.99317239999999,"[""Breakfast hamburger was delicious. Didn't have certain stuff and the room was cold. And gratuity was automatically included."", ""Do not pay by card. We had a couple of drinks in the bar as it was part of the hotel we were staying in. Drinks were OK  - bit pricey but you pay for convenience. Tipped the server in cash and paid the bill by card. Bit shocked to then discover a further 30% service charge loaded onto the card transaction- despite the cash tip already given. Unnecessary and greedy. Leaves a bad taste and we didn't drink there again."", 'Service was non-existent, food was ok, but never received drinks we ordered…', 'Good for a quick drink before going up to your room. Average.', 'A good place to have breakfast.']",New York,Manhattan,Mexican,B
SCHILLING RESTAURANT & BAR,"109 Washington St, New York",4.4,561,40.7085845,-74.01401659999999,"['We were looking for a different place to have lunch near the hotel we were staying. Very cozy atmosphere. We have tried the trout dip and the salmon, both delicious!! At the end we have the apple strudel, so yummy! Next time we would like to have The Schnitzel plate. We do not recommend to sit in the middle row if you want to enjoy more your time there 😘', ""Coming here was like going to a first date with low expectations and being pleasantly surprised by how....good....everything turns out to be.\n\nFirst, could this spot be any cuter? The cuteness is all the more noticeable because this restaurant is in a forgettable, nondescript slice of FiDi. Blink and you'll miss it.\n\nSecond, the food delivered. Both our Heirloom Tomatoes (farm fresh with huge portions and tasty homemade dressing) and the Spätzle (creamy and comforting) were scrumptious. Having just visited Germany again earlier this year, I was craving some good Deutsch carbs, and I loved what Schilling did.\n\nThen, there's the Happy Hour wine, which at $8/glass is too good a deal to pass up in these inflationary times. Esp. when the wines on offer come from the German-speaking parts of the world.\n\nWill definitely be back when I'm stuck in this boring part of Manhattan."", 'Came here for lunch on a Monday (around 1pm) and was able to walk in without needing reservation. We got the schnitzel (tried pork and chicken) and also the apple schtrudel, they were all delicious! The schnitzels also came with 3 sides, so it was a good amount of food even if you are very hungry. I also loved the vibe of this space. I will definitely be back for dinner!', ""Very nice and cozy restaurant! The food was delicious, I thought that the schnitzel was just as good as any I've had in Germany or Austria."", 'Wonderful location! Absolutely underrated on Google! The veal schnitzel was incredibly tasty! The dessert (apple strudel) as well. The service was great and the location deserves a very good rating. On our next visit we will definitely come back again.']",New York,Manhattan,American,A
MAX RESTAURANT,"134 W Broadway, New York",4.3,290,40.71688899999999,-74.00835529999999,"['Brought me and my seven girlfriends here for my 23rd birthday on a Sunday night and although the room is definitely tight, it makes for a cozy atmosphere. our server, Sam was super patient and gave great recommendations! I will definitely be coming back here soon as me and my friends cannot stop talking about how good this food is. all the food was absolutely incredible and tasty but the ravioli definitely was my favorite. so glad I chose my birthday dinner here!', 'Stopped here for dinner on trip to NY with son. The food is delicious! Good atmosphere, good staff. Had the spaghetti with clams, and son had fettuccine. Good place to take your partner out for a nice dinner.', 'Neighbor gem in Tribeca!  Top-notch food with friendly staff who make you feel like friends no matter where you are from.  We loved the Fettuccine with Max’s meat sauce, Spaghetti with clams, and mushroom ravioli in addition to the Tartufo for dessert.  Although we live in Williamsburg (Brooklyn), we’ll definitely be back for dinner at Max’s!', 'The past test very good!\nEverything fresh\nNices drinks\nGood service\nBread very fresh\nLove this place', 'This is my favorite Italian place in Tribeca if not Manhattan. Absolutely amazing every time. Make sure you try the fettuccine and the string beans!!']",New York,Manhattan,Italian,B
LE COUCOU,"138 Lafayette St, New York",4.5,1750,40.7191167,-74.0001861,"['The perfect place to impress your date or guests. The service is elite fine dining. The chefs are just incredible with the preparation of the dishes, menu selection, and design of presentation. my guests had cocktails which were an appropriate size for a classy delicious midday sip.', 'A romantic, splendid, tranquil oasis in the middle of a barren block on Lafayette St.\nThe staff could not have been more attentive  or helpful (which is never the case with solo diners). I felt all of them were a team working in unison and anticipated all my needs. Even my cider bottle was poured when my glass needed a refill.\nThe tuna and scallop appetizer was enhanced by the mild chili oil, thinly sliced white onions and a sprinkle of parsley.\nThe Vol-a-vent, combining lobster and sweetbreads, two of my favorite things, meticulously prepared was exquisite.\nAnd to top it all the Marjolaine dessert (chocolate and hazelnut ) was a dream come true.\nA grand lunch in a grand soaring space with a reassuring old world grandeur.', ""Le Coucou offers an exceptional dining experience. The atmosphere is both elegant and intimate, creating the perfect setting for a special night out. My husband and I celebrated our anniversary and it was absolutely a gem! The lobster is a standout—easily one of the best I've had in NYC, cooked to perfection! If you're feeling adventurous, I highly recommend trying the lamb thymus. It's a unique dish, and although I'd never had it before, the preparation and presentation made it a memorable highlight. Overall, Le Coucou delivers a refined French dining experience! Oh, the restroom is super clean and pretty!"", ""Came here for an anniversary dinner, and they had prepared written celebratory messages for us :) The place was dim-lit and romantic.\n\nService was spectacular! We asked our waiter what he recommended and he described his favorites, and also considered that we'll share dishes (so they served the dishes in two plates for us). Staff also described each dish to us, describing how it was cooked.\n\nThe food presentation was amazing, it really felt like fine dining.  We were full by the end of the meal. We ordered 6 food items, and they also gave us bread. My favorite was the veal and Vacherin aux myrtilles!"", 'Looks better than it tasted. Not much flavor, food was cold. Bread was cold. Only enjoyed the pudding bc it was hot and soft. Appetizer was a hard piece of toast, not sure what it was. Everything was decorative and cute but when eaten, become disappointed. Required to dress up. For that price and expectation, it’s a no for us. Different servers kept bothering us asking if we were done. Atmosphere was loud and bright although fancy looking.']",New York,Manhattan,French,B
NORTH FORK RESTAURANT,"122 Christopher St, New York",4.2,313,40.7330757,-74.0056771,"['Cute little spot in west village! The food and drinks were both lovely. I definitely recommend the braised goat neck that comes on top of a cheesy polenta and it was so comforting and delicious. I also really enjoyed their oysters and mussels and make sure you don’t leave without trying one of their desserts! The lavender lemon drop was my fave drink that I tried there! Definitely worth checking out!', 'I was excited to give this restaurant a try while out in the city. When I arrived I found parking nearby. I walked up to the restaurant to find indoor and outdoor seating. I walked in and was greeted by Randle, and he was great. We started with some drinks, which included an espresso martini, and it was so tasty. For my meal, I got the Thai mussels for appetizers and the black squid ink seafood pasta for my entrée. My friend had a margarita, which she liked, and the cauliflower cake for her appetizer and goat for her entrée. She enjoyed it all! We really had a good experience!', 'This is such a hidden gem! Really like their food and cocktails!\nTheir whipped feta dip with that crunchy chickpea is just so delish! Haven’t tasted anything like that! The braised goat neck is definitely their star product. Additionally their aesthetic and vibes are just perfect!', 'Bottomless Brunch!! 🥂 My best friend and I had a fantastic brunch at North Fork. Incredibly fresh and well made food. Truly one of the best brunch meals we have had in a long time. The mimosas were premade (which we were initially concerned about) but they did not disappoint! Champagne to orange juice ratio was perfect👌🏼. As North Fork is a small restaurant, I highly recommend making a reservation as walk-ins were seated at the bar.', 'My friends and I decided to meet here for brunch on a weekend. We made a reservation before and I’d highly suggest doing so because the restaurant filled up quickly shortly after we were seated. The service was fast and they were able to bring out our drinks almost immediately after we placed the order. The restaurant itself is ideal for brunch, well lit and tons of comfortable seating available. When it came time to choose what we’d be eating, I went with the baked skillet eggs which was truly tasty as well as filling. This spot is ideal to visit with family or friends for a daytime meal. They also offer a bottomless brunch option for the adventurous!']",New York,Manhattan,Italian,B
KOLOMAN,"16 W 29th St, New York",4.4,360,40.7456687,-73.9880941,"['An absolute gem in the Ace Hotel. The dining experience I had was phenomenal. They really made my anniversary extremely special. We ordered many dishes and paired them with the wine our knowledgeable servers and sommelier recommended. Definitely recommend for any occasion. The portions were quite filling', ""The food, cocktails,wine, and ambiance were excellent. The wait staff and sommelier were knowledgeable and extremely polite and charismatic. Max, the sommelier, was quite knowledgeable about the wine but also the cocktails, which helped our choices. Dinner was superb. We had the duck, salmon, and the fish special turbot. The desserts were divine. We will return and I suggest going, it's a lovely place."", 'I was a regular at Chef Markus Glocker’s previous restaurant, Bâtard, in TriBeCa. Sadly the pandemic put an end to my long streak of wonderful dinners there. Once my travel to NYC returned post-pandemic I was excited to once again enjoy his blend of Viennese sophistication and French techniques. I’ve now dined at Koloman around ten times, sampling much of the menu and seeing the evolution in both the food and the service.\n\nKoloman provides extremely high-quality food in a sophisticated but not overly-fancy/stuffy atmosphere. The remodeling done after they replaced the Breslin brings some Deco and Art Nouveau style. The bar is a particular standout with its giant clock and brass accents. Depending on where you are seated the noise level can be fairly high on a busy Friday, but most of the time it is moderate.\n\nStand-out dishes include the signature salmon en croute, which maintains the core strength of perfectly-cooked fish while adding visual flair and contrasting crunch. The gougeres (with shallot filling, if I recall correctly) are a perfect start to any meal. The schnitzel made its way from Bâtard and still comes with a delightful duo of lingonberry and sea buckthorn sauces (I do find the cook on this can be a bit variable at times, the breading sometimes getting a bit loose/oily). I actually appreciate that the schnitzel isn’t absolutely overwhelming in size, as they often are, so that I can enjoy other courses alongside it. The chicken, in its various incarnations, is honestly pretty much the only chicken I will order at a restaurant. I’m not anti-chicken, but I feel like I’ve mastered it at home, or at least I thought I had until I ate it at Koloman.\n\nMy favorite dish on the menu may actually be the celery root tartare; I have to fight with myself to try something else, and it’s what I always recommend when new guests ask what they should start with. It has a perfect acid-salt-bitter-sweet balance that makes me want an entire deli container of the stuff. I ate the new all-plant-based menu at Eleven Madison Park the other night and all I could think was how much better a veg dish Koloman is making than 90% of what is on offer at that three-Michelin establishment.\n\nDesserts often include Austrian classics like Esterházy torte and apple strudel. The duck egg crème brûlée somehow manages to be both incredibly rich while also light enough to scarf down; it’s probably my favorite version of the dish, displacing the one I used to have at John Besh’s Lüke. My personal favorite is the Lübeck Marzipan. It has the most satisfying chew, and I have been known to get one to go to serve as the next morning’s breakfast at my hotel.\n\nA cheese plate was recently added to the dessert menu (I can’t take credit, but I had been repeatedly asking after having eaten so much of the stuff at Bâtard), and the bleu I had the other night alongside (gelled?) honey and cotton candy grapes was the perfect end to a lovely meal with friends.\n\nThe wine list reflects a lingering focus on Burgundy and Champagne but also includes loads of other quirky European choices and (for obvious reasons) one of the deepest Austrian lists in the city. Current somm Max and his predecessor Hanna have both guided me to wonderful recommendations and assisted well in maintaining budgets when required.\n\nService at Koloman has been friendly and efficient, and I’ve noticed some improvement over the last year and a half as well, perhaps a reflection of getting into “the groove” and building a bench of more experienced staff. In addition to the aforementioned somms, I would be remiss if I didn’t mention Angélica, my several-times server who has helped me handle unexpectedly-vegan old friends, semi-awkward business meals, and solo-dining oases. Her knowledge of the menu and ability to adjust her delivery to the mood at the table have been very valuable in giving all my various guests a comfortable and memorable evening. A heartfelt thank you to her and all of the staff!', ""Great meal and service. I got the Summer 2024 Restaurant Week three-course dinner: Chilled Sweetcorn Soup, Amish Chicken Breast + Charred Broccolini, Viennese Apple Strudel.\n\nI'd recommend every dish, every dish was great. The Amish Chicken dish in particular was well balanced, had a butter sauce cut by vinegar, the mashed potato was creamy and perfectly seasoned, and the chicken breast had very soft meat with a thin & crispy skin."", 'Brunch review. Just order it all. And if you can\'t order it all, get these:\n\n- Carrot Bread: Better than your grandma\'s\n\n- Roasted Beets ""Linzer"": A deconstructed beet linzer cookie, complete with pieces of candied orange and hazelnut crust to complement the sweetness of the pink and red beets. Why hasn\'t anyone thought to make a salad taste like a cookie? Genius.\n\n- Kernöl: Tasty ""styrian-style"" soft scrambled eggs with plenty of homemade baked bread to slather them on.\n\n- Goulash: As good was what I had in Hungary and savory enough to make me cry tears of joy. I could eat that buttered spätzle every day.\n\n- Viennese Apple Strudel: I generally don\'t care for apple desserts, but of course Koloman made me temporarily change course with its flaky, crusty, perfectly spiced pastry with rum raisins, toasted hazelnuts and frozen buttermilk. I spent a week in Vienna and don\'t know if I had any apple strudel there as good as this.\n\nWe first experienced Koloman at an LA Times-hosted food festival. Among so many A-list restauranteurs, their offerings stood out as one of the best. Now that the restaurant has successfully passed my brunch test, I\'ll quite happily shell out more for dinner. Besides, it\'s good practice for when I jet off to Germany in a couple of months. Mmmm, endless spätzle....']",New York,Manhattan,Italian,B
UKRAINIAN EAST VILLAGE RESTAURANT,"140 2nd Ave, New York",4.3,758,40.7289138,-73.98718989999999,"['Stopped by blindly and loved this place! Great eats and a lovely environment. I had never eaten Ukrainian food before, so I tried the East Village Combo and loved it! Staff are also very kind. When they hit rush hour, it did take a while to get the check, but other than that, no complaints!', 'The food was really good, but the service did struggle. We wanted to split the bill but the waiter said that would not be possible and delayed us for some time, so we are not sure if we will go back. May be get delivery because the food is really nice', 'Authentic delicious old world comfort food. Borscht is top notch and the cabbage rolls are melt in your mouth tastiness. Loved it! смачно', 'This restaurant is a true gem (a bit hidden at the end of 60 feet hallway). We had halushky with feta and bacon and letcho (Hungarian goulash) with potato pancakes. We have also fried the white borscht (cold soup with buttermilk). Everything looked good and was delicious! Service was fast.  ⭐️⭐️⭐️⭐️⭐️', 'I cannot heap enough praise on the Ukrainian National Home Restaurant! Authentic, delicious Ukrainian food, prepared and served by real Ukrainians. The decor is humble and beautiful. So lucky to have found it!']",New York,Manhattan,American,A
JUFU GARDEN RESTAURANT,"68 E Broadway, New York",1.9,19,40.7138758,-73.9948764,"['Look the pics. The clumpiness, lack of evenly distributed ingredients and any char bits should tell you avoid wasting tummy space.\nIt’s edible and can be flavoured with soy and shiracha if you must', 'The food was great! The waiter didn’t speak English, but that wasn’t a problem. I had a wonderful time here.', ""Worst Chinese restaurant I've ever been at. The restaurant's vibe was weird and sketchy. We were the only customers there during lunch. Other people seemed to be the owner's friends, they were just sitting there, having tea and speaking loudly in Mandarin. We ordered some dumplings, stir-fried noodles and soups. The foods looked plain and were mediocre.. I feel like they didn't really put effort into making these foods. Also, the server was rude, not verbally rude but her behaviors made us feel uncomfortable. When we asked for the check, the server gave us the check and she was standing right at our table and staring at me signing the check. It was an awkward moment because we didn't feel like to give them a tip, but since she was staring at me and the check so I had to put some tip on there. Bad experience after all, 200% don't recommend."", ""I was here several years ago, and as someone else said, I had roast pork fried rice, which was the best I had ever tasted. Absolutely fantastic. My husband was with me then and raved about it also.\n\nFast forward to now. We made a special trip to this restaurant as I had kept their business card. I don't know if there are new owners, a new chef, or if it's a new restaurant, but the pork fried rice was quite unexceptional. My husband agreed. We were both extremely disappointed. I will not go back here. I can get mediocre fried rice like that anywhere. I'll be looking for another Chinese restaurant to go to when I'm in the city."", 'Would give zero stars if the system allowed. Decided to try this place out, but it was all window dressing and the photo of their takeout food looks terrific until they give you a seaweed soup that smells fishy. Then trying out the beef lo mein, the oil used smelled/tasted fishy. Why would you reuse oil to cook another dish? Horrible after taste.']",New York,Manhattan,Chinese,C
SAPPHIRE INDIAN RESTAURANT,"738 Franklin Ave, Brooklyn",4.1,69,40.6732254,-73.9573128,"['first let me start off by saying this is the best thing i ever had. this is my first time having indian food too and everything was just so fresh and seasoned so good. 10/10 AMAZING', 'Amazing Food. Their pistachio kulfis are amazing. They are very warm and welcoming. Recommend going there.', 'Guy was nice. I ordered the samosas and they weren’t bad, but I wouldn’t seek them out again unless I was REALLY hungry. They were mostly unitexture and a little stale. Sauces were good.', 'Ordered chicken vindaloo, garlic naan, samosas. The vindaloo curry was a greasy mess that was not at all spicy, the chicken, rice, and samosas were dry, and the garlic naan was overpowering (and I say that as someone who loves garlic). I got through about half my order before tossing.', 'Absolutely delicious! We ordered cheese naan, lamb korma and lamb vindaloo and everything was distinctly different and wonderfully flavorful. This particular Sunday we enjoyed a 15% discount for dine in service. The server was also very kind and attentive. Looking forward to going back again soon!']",Brooklyn,Brooklyn,Mexican,A
